"GEO_ID","NAME","P9_001N","P9_002N","P9_003N","P9_004N","P9_005N","P9_006N","P9_007N","P9_008N","P9_009N","P9_010N","P9_011N","P9_012N","P9_013N","P9_014N","P9_015N","P9_016N","P9_017N","P9_018N","P9_019N","P9_020N","P9_021N","P9_022N","P9_023N","P9_024N","P9_025N","P9_026N","P9_027N","P9_028N","P9_029N","P9_030N","P9_031N","P9_032N","P9_033N","P9_034N","P9_035N","P9_036N","P9_037N","P9_038N","P9_039N","P9_040N","P9_041N","P9_042N","P9_043N","P9_044N","P9_045N","P9_046N","P9_047N","P9_048N","P9_049N","P9_050N","P9_051N","P9_052N","P9_053N","P9_054N","P9_055N","P9_056N","P9_057N","P9_058N","P9_059N","P9_060N","P9_061N","P9_062N","P9_063N","P9_064N","P9_065N","P9_066N","P9_067N","P9_068N","P9_069N","P9_070N","P9_071N","P9_072N","P9_073N",
"1600000US0610494","Camp Nelson CDP, California","106","3","103","101","92","0","6","3","0","0","2","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0610508","Campo CDP, California","2955","1087","1868","1708","1488","61","87","42","7","23","160","150","14","45","38","5","40","4","1","0","0","3","0","0","0","0","0","8","2","0","0","0","4","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0610554","Camp Pendleton Mainside CDP, California","9683","2905","6778","6525","4920","990","97","387","112","19","253","224","38","41","74","8","23","7","7","0","8","1","0","0","16","1","0","26","8","2","0","1","2","1","2","6","0","0","1","0","0","3","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0610561","Camp Pendleton South CDP, California","12468","3590","8878","8134","6453","1048","93","401","85","54","744","660","179","152","168","20","59","9","32","6","6","0","0","0","27","2","0","74","13","17","1","4","9","2","0","21","0","0","3","0","0","3","0","0","0","0","0","1","10","6","0","0","2","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0610676","Camptonville CDP, California","158","12","146","128","116","3","1","0","5","3","18","18","2","3","2","1","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0610732","Canby CDP, California","183","12","171","152","143","5","2","2","0","0","19","18","1","13","0","0","1","0","1","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0610816","Cantua Creek CDP, California","500","468","32","31","20","2","1","4","0","4","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0610914","Canyondam CDP, California","30","5","25","25","22","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0610928","Canyon Lake city, California","11082","1668","9414","8852","8279","199","45","266","15","48","562","520","60","159","126","26","126","1","5","1","5","0","0","0","9","2","0","35","14","2","0","0","8","1","0","2","7","0","0","0","0","1","0","0","0","0","0","0","7","2","0","0","0","0","0","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0611040","Capitola city, California","9938","2227","7711","7138","6455","103","31","477","5","67","573","524","62","115","143","15","163","3","2","0","5","4","0","0","11","1","0","47","10","3","2","3","11","3","0","15","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0611166","Caribou CDP, California","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0611194","Carlsbad city, California","114746","17302","97444","90515","79201","1231","259","9004","196","624","6929","6570","772","981","3028","153","1313","34","81","15","20","12","4","9","111","36","1","333","52","55","10","22","53","11","3","99","14","2","0","1","3","2","4","1","1","0","0","0","18","4","0","3","7","3","0","0","0","0","0","0","0","1","0","0","8","5","1","2","0","0","0","0","0",
"1600000US0611250","Carmel-by-the-Sea city, California","3220","192","3028","2939","2793","13","11","104","2","16","89","82","6","19","30","0","14","2","0","0","0","1","0","0","10","0","0","7","1","1","0","0","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0611324","Carmel Valley Village CDP, California","4524","479","4045","3805","3640","23","13","93","8","28","240","232","14","73","87","8","47","0","1","0","0","2","0","0","0","0","0","5","1","0","0","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0",
"1600000US0611376","Carmet CDP, California","55","4","51","41","41","0","0","0","0","0","10","10","0","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0611390","Carmichael CDP, California","79793","11716","68077","62191","50926","4073","407","5910","387","488","5886","5437","931","1137","1833","111","1039","88","85","21","53","18","0","8","89","21","3","418","95","74","3","34","60","12","10","84","10","4","7","1","2","12","3","3","0","1","0","3","28","12","2","7","6","0","0","1","0","0","0","0","0","0","0","0","3","0","2","1","0","0","0","0","0",
"1600000US0611418","Carnelian Bay CDP, California","518","31","487","467","458","2","1","4","1","1","20","18","4","0","5","2","7","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0611446","Carpinteria city, California","13264","6473","6791","6359","5873","73","36","299","8","70","432","397","51","85","122","13","107","9","5","0","1","2","0","0","1","1","0","33","6","2","0","4","5","3","0","5","3","0","1","0","0","0","0","2","0","1","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0",
"1600000US0611481","Carrick CDP, California","143","17","126","118","111","0","2","0","0","5","8","8","0","5","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0611530","Carson city, California","95558","37643","57915","55098","6569","21264","185","25011","1585","484","2817","2462","374","152","652","105","132","184","265","47","201","18","1","0","292","36","3","322","73","56","8","17","32","2","5","85","16","1","4","1","2","13","2","2","3","0","0","0","28","8","6","6","2","1","0","4","0","0","1","0","0","0","0","0","4","1","3","0","0","0","0","1","1",
"1600000US0611600","Cartago CDP, California","62","19","43","38","37","0","0","1","0","0","5","5","0","2","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0611614","Caruthers CDP, California","2613","1930","683","637","489","3","5","130","0","10","46","44","10","19","2","1","10","0","0","0","0","0","0","0","2","0","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0611656","Casa Conejo CDP, California","3267","976","2291","2101","1871","14","9","195","2","10","190","186","21","32","73","2","48","1","1","0","0","0","0","0","7","1","0","4","0","0","0","0","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0611691","Casa de Oro-Mount Helix CDP, California","19576","4544","15032","13964","11836","1174","53","718","82","101","1068","973","169","173","314","40","165","7","38","13","16","10","2","0","21","4","1","86","23","26","6","5","6","1","1","10","4","0","0","0","0","4","0","0","0","0","0","0","6","1","0","1","4","0","0","0","0","0","0","0","0","0","0","0","3","1","2","0","0","0","0","0","0",
"1600000US0611696","Casa Loma CDP, California","1804","1443","361","328","246","63","11","6","0","2","33","30","5","12","7","0","2","1","0","0","2","1","0","0","0","0","0","3","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0611754","Casmalia CDP, California","147","63","84","74","73","0","0","1","0","0","10","8","1","5","0","0","1","0","0","0","0","0","0","0","1","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0611768","Caspar CDP, California","500","55","445","400","389","1","2","3","0","5","45","42","6","18","6","2","8","0","0","0","0","0","0","1","1","0","0","3","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0611782","Cassel CDP, California","207","14","193","183","181","0","0","1","1","0","10","10","0","7","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0611796","Castaic CDP, California","18937","5886","13051","12073","9208","600","51","2036","27","151","978","930","137","187","361","22","154","6","8","0","18","2","0","0","29","6","0","37","5","2","0","0","19","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","11","4","0","4","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0611824","Castella CDP, California","214","16","198","190","182","2","2","1","0","3","8","8","0","6","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0611915","Castle Hill CDP, California","1271","91","1180","1091","921","9","0","147","6","8","89","86","5","7","45","2","24","0","0","0","0","0","0","0","3","0","0","3","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0611964","Castro Valley CDP, California","66441","12822","53619","49452","24412","3993","141","20174","278","454","4167","3845","529","495","1844","128","439","60","119","14","40","14","6","2","113","33","9","290","62","61","5","15","33","4","3","75","10","0","2","0","5","9","1","0","3","0","0","2","24","12","0","2","2","2","0","2","1","0","1","1","0","0","1","0","8","7","0","0","0","1","0","0","0",
"1600000US0611978","Castroville CDP, California","7515","6872","643","582","359","40","7","155","8","13","61","56","4","7","28","0","4","2","4","0","0","2","0","0","3","1","1","5","1","0","0","0","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0612048","Cathedral City city, California","51493","30893","20600","19386","14778","1108","268","2929","53","250","1214","1099","187","306","246","20","181","29","37","1","20","3","5","2","50","11","1","97","37","13","6","6","9","6","1","12","0","0","1","0","2","2","1","0","0","0","0","1","11","2","1","1","2","2","0","1","0","0","0","0","0","2","0","0","7","6","1","0","0","0","0","0","0",
"1600000US0612062","Catheys Valley CDP, California","829","115","714","667","635","5","8","10","0","9","47","46","11","22","4","0","9","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0612132","Cayucos CDP, California","2505","274","2231","2112","2033","12","7","47","0","13","119","114","3","45","32","8","24","0","0","0","2","0","0","0","0","0","0","5","1","1","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0612146","Cazadero CDP, California","298","19","279","267","258","0","5","2","0","2","12","12","3","3","4","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0612216","Cedar Flat CDP, California","797","33","764","739","718","1","4","8","4","4","25","23","0","1","13","3","5","0","1","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0612300","Cedar Ridge CDP, California","1235","116","1119","1052","1022","1","13","10","1","5","67","63","8","34","8","0","12","0","0","0","0","0","0","0","1","0","0","4","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0612314","Cedar Slope CDP, California","10","2","8","7","6","1","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0612328","Cedarville CDP, California","437","76","361","340","318","0","16","0","0","6","21","21","2","9","2","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0612412","Centerville CDP (Fresno County), California","378","136","242","226","205","2","0","18","0","1","16","16","1","11","3","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0612415","Centerville CDP (Shasta County), California","2095","166","1929","1773","1687","8","24","41","1","12","156","145","11","66","34","3","26","1","1","0","0","2","1","0","0","0","0","10","6","0","1","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0612524","Ceres city, California","49302","31624","17678","16291","10586","897","204","4068","334","202","1387","1288","174","449","269","34","179","17","22","10","18","10","1","0","70","10","25","87","11","11","0","3","18","10","5","20","3","0","3","1","0","1","0","0","0","1","0","0","10","1","0","2","0","1","0","4","0","0","2","0","0","0","0","0","2","1","1","0","0","0","0","0","0",
"1600000US0612552","Cerritos city, California","49578","7092","42486","40797","6340","3155","61","30810","191","240","1689","1552","124","95","805","25","97","33","97","11","38","10","3","4","174","36","0","122","11","12","4","3","35","2","5","26","14","0","0","0","0","2","7","1","0","0","0","0","14","5","0","5","1","0","0","1","2","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0",
"1600000US0612594","Chalfant CDP, California","660","55","605","574","543","2","23","4","1","1","31","31","0","18","3","0","9","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0612612","Challenge-Brownsville CDP, California","1161","94","1067","987","920","12","20","11","10","14","80","75","4","53","2","4","11","0","0","0","0","0","0","0","1","0","0","5","0","0","0","0","2","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0612669","Channel Islands Beach CDP, California","2870","455","2415","2246","2103","21","7","85","7","23","169","158","14","44","44","6","42","0","0","0","4","1","0","0","3","0","0","9","2","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0612730","Charleston View CDP, California","45","15","30","23","22","0","0","1","0","0","7","7","2","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0612734","Charter Oak CDP, California","9739","5600","4139","3861","2277","379","34","1113","14","44","278","248","43","43","94","1","23","8","9","6","3","0","0","0","7","9","2","27","10","1","0","0","3","6","0","5","2","0","0","0","0","0","0","0","0","0","0","0","3","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0612818","Cherokee CDP, California","88","6","82","72","70","0","0","1","0","1","10","8","1","2","3","0","2","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0612860","Cherokee Strip CDP, California","206","164","42","41","33","1","0","3","0","4","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0612902","Cherryland CDP, California","15808","9179","6629","6136","2279","1299","54","2133","283","88","493","433","89","44","107","23","39","11","32","8","6","3","2","0","60","7","2","50","4","15","1","4","1","0","0","19","2","0","3","0","0","0","0","0","0","0","0","1","8","0","0","4","1","1","0","0","0","0","1","1","0","0","0","0","2","2","0","0","0","0","0","0","0",
"1600000US0612916","Cherry Valley CDP, California","6509","1544","4965","4680","4360","99","44","146","10","21","285","272","22","130","53","5","52","2","1","1","4","0","0","0","2","0","0","10","3","3","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0612930","Chester CDP, California","2187","175","2012","1908","1855","3","18","27","1","4","104","100","11","57","10","0","17","0","0","0","2","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0613014","Chico city, California","101475","20638","80837","74414","66361","1822","938","4349","320","624","6423","5999","862","2235","1405","175","1046","71","42","14","27","15","4","2","85","16","0","389","120","46","7","11","58","16","15","83","9","1","6","0","10","3","2","0","2","0","0","0","28","13","1","5","0","0","0","7","2","0","0","0","0","0","0","0","7","4","2","0","1","0","0","0","0",
"1600000US0613077","Chilcoot-Vinton CDP, California","446","28","418","399","385","0","10","4","0","0","19","18","1","14","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0613157","China Lake Acres CDP, California","1757","327","1430","1309","1218","37","29","14","2","9","121","116","9","62","19","1","14","2","5","2","0","1","0","0","1","0","0","5","2","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0613182","Chinese Camp CDP, California","90","9","81","76","73","3","0","0","0","0","5","5","1","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0613210","Chino city, California","91403","46841","44562","42124","18833","5212","256","17255","102","466","2438","2224","314","319","794","60","265","59","116","14","44","9","1","8","176","44","1","183","39","27","7","25","21","3","5","34","4","1","5","0","1","4","5","1","0","0","0","1","30","15","0","6","2","1","0","5","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0",
"1600000US0613214","Chino Hills city, California","78411","22084","56327","53626","18465","3116","126","31417","125","377","2701","2521","292","303","1238","44","266","43","89","5","59","15","1","0","128","38","0","163","30","25","5","10","22","5","6","42","7","0","2","0","2","6","0","0","0","0","1","0","14","3","1","3","4","0","0","1","0","0","1","0","1","0","0","0","3","1","2","0","0","0","0","0","0",
"1600000US0613278","Choctaw Valley CDP, California","237","40","197","187","172","1","3","10","0","1","10","6","0","5","0","0","0","0","0","0","1","0","0","0","0","0","0","4","0","0","0","0","1","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0613294","Chowchilla city, California","19039","9054","9985","9383","6775","1817","182","494","33","82","602","587","78","199","62","11","101","3","2","0","5","3","2","2","113","6","0","10","3","2","1","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2",
"1600000US0613364","Chualar CDP, California","1185","1143","42","36","24","0","8","4","0","0","6","4","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0613392","Chula Vista city, California","275487","164698","110789","100067","43720","12703","488","40841","1140","1175","10722","9640","1445","817","4457","308","640","154","799","68","173","55","11","9","589","107","8","986","170","230","19","43","147","14","12","257","35","2","5","2","1","28","11","0","2","5","0","3","88","36","3","2","22","6","0","14","1","1","1","1","1","0","0","0","8","3","1","1","3","0","0","0","0",
"1600000US0613560","Citrus CDP, California","10243","7806","2437","2277","1183","169","36","818","6","65","160","146","18","27","57","4","13","2","7","0","7","2","0","0","1","5","3","12","2","0","0","3","0","0","0","4","0","0","1","0","0","0","2","0","0","0","0","0","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0613588","Citrus Heights city, California","87583","17176","70407","64601","56474","3191","516","3507","403","510","5806","5325","902","1724","1320","176","851","52","78","21","38","15","10","1","110","21","6","452","131","83","4","20","68","15","4","82","8","1","16","0","2","12","1","0","2","0","0","3","27","9","8","0","1","0","0","6","0","0","1","1","0","0","1","0","2","2","0","0","0","0","0","0","0",
"1600000US0613756","Claremont city, California","37266","9416","27850","25631","17628","1783","90","5809","49","272","2219","2066","276","254","907","25","251","44","41","6","19","3","1","1","231","7","0","145","48","20","4","12","18","0","0","38","3","0","0","0","2","0","0","0","0","0","0","0","6","4","0","1","1","0","0","0","0","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0",
"1600000US0613784","Clarksburg CDP, California","402","111","291","281","262","0","3","16","0","0","10","9","1","2","4","0","0","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0613854","Clay CDP, California","1252","284","968","895","813","19","11","45","1","6","73","69","2","26","12","0","26","0","1","0","1","0","0","0","1","0","0","4","0","1","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0613882","Clayton city, California","11070","1242","9828","9044","7782","172","17","1014","14","45","784","739","62","134","378","25","104","0","13","0","5","4","1","0","12","1","0","40","6","8","1","2","15","0","0","7","1","0","0","0","0","0","0","0","0","0","0","0","5","1","0","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0613910","Clear Creek CDP, California","175","9","166","158","157","0","0","1","0","0","8","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0613945","Clearlake city, California","16685","5406","11279","10257","9143","551","292","157","23","91","1022","934","166","443","88","23","170","21","2","0","8","3","3","0","7","0","0","83","31","7","2","2","9","3","8","15","2","0","1","0","0","0","0","0","2","0","1","0","4","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0",
"1600000US0613966","Clearlake Oaks CDP, California","2551","314","2237","2043","1855","83","33","49","2","21","194","184","20","56","22","4","76","0","0","0","0","2","0","0","3","1","0","10","3","0","0","0","0","0","0","5","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0613985","Clearlake Riviera CDP, California","3410","651","2759","2541","2370","60","41","44","5","21","218","203","36","89","29","6","38","1","0","2","0","0","0","0","2","0","0","13","2","3","1","1","4","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0",
"1600000US0614008","Cleone CDP, California","622","182","440","409","402","1","3","3","0","0","31","31","0","11","5","1","13","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0614106","Clio CDP, California","77","0","77","76","74","1","0","0","1","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0614148","Clipper Mills CDP, California","160","12","148","142","138","0","2","2","0","0","6","6","0","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0614190","Cloverdale city, California","8996","3470","5526","5136","4834","58","86","89","16","53","390","376","28","170","76","10","82","0","1","0","0","6","0","0","3","0","0","13","3","3","0","0","0","0","0","5","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",
