"GEO_ID","NAME","P9_001N","P9_002N","P9_003N","P9_004N","P9_005N","P9_006N","P9_007N","P9_008N","P9_009N","P9_010N","P9_011N","P9_012N","P9_013N","P9_014N","P9_015N","P9_016N","P9_017N","P9_018N","P9_019N","P9_020N","P9_021N","P9_022N","P9_023N","P9_024N","P9_025N","P9_026N","P9_027N","P9_028N","P9_029N","P9_030N","P9_031N","P9_032N","P9_033N","P9_034N","P9_035N","P9_036N","P9_037N","P9_038N","P9_039N","P9_040N","P9_041N","P9_042N","P9_043N","P9_044N","P9_045N","P9_046N","P9_047N","P9_048N","P9_049N","P9_050N","P9_051N","P9_052N","P9_053N","P9_054N","P9_055N","P9_056N","P9_057N","P9_058N","P9_059N","P9_060N","P9_061N","P9_062N","P9_063N","P9_064N","P9_065N","P9_066N","P9_067N","P9_068N","P9_069N","P9_070N","P9_071N","P9_072N","P9_073N",
"1600000US0673815","Squirrel Mountain Valley CDP, California","760","50","710","675","629","3","28","7","0","8","35","32","3","15","3","0","11","0","0","0","0","0","0","0","0","0","0","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0673868","Stallion Springs CDP, California","3139","517","2622","2457","2334","29","23","51","2","18","165","158","7","89","23","0","34","1","0","1","1","0","1","0","0","1","0","7","3","0","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0673906","Stanford CDP, California","21150","2447","18703","17220","10496","1061","23","5198","238","204","1483","1403","113","254","852","7","128","3","11","1","18","0","3","2","11","0","0","79","2","0","0","0","9","0","1","63","4","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0673962","Stanton city, California","37962","18807","19155","18348","5968","666","58","11250","208","198","807","720","91","164","245","29","89","13","20","5","13","4","0","0","35","11","1","78","5","5","0","7","8","1","2","39","5","0","0","1","1","2","1","0","1","0","0","0","9","5","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0674021","Stebbins CDP, California","1423","1002","421","391","369","5","3","4","0","10","30","30","7","20","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0674130","Stevenson Ranch CDP, California","20178","3629","16549","15506","9094","790","37","5402","26","157","1043","969","126","97","487","13","149","12","25","0","15","0","0","0","20","25","0","66","14","20","0","3","7","0","1","19","1","0","1","0","0","0","0","0","0","0","0","0","6","1","0","0","2","3","0","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0",
"1600000US0674144","Stevinson CDP, California","275","133","142","138","137","0","0","0","1","0","4","4","0","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0674172","Stinson Beach CDP, California","541","29","512","487","459","3","3","13","1","8","25","23","6","10","4","0","3","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0674186","Stirling City CDP, California","284","41","243","200","188","2","5","1","0","4","43","43","2","13","0","0","23","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0675000","Stockton city, California","320804","141601","179203","165966","54765","38178","1237","67738","2440","1608","13237","11729","2673","1746","3277","251","839","582","941","153","229","201","7","18","591","135","86","1326","408","236","26","44","172","26","17","247","20","3","33","8","15","46","13","7","5","0","0","0","166","77","24","26","23","2","0","10","4","0","0","0","0","0","0","0","16","13","3","0","0","0","0","0","0",
"1600000US0675122","Stones Landing CDP, California","86","4","82","76","73","1","1","0","1","0","6","6","2","2","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0675154","Stonyford CDP, California","133","19","114","103","83","10","3","1","1","5","11","8","0","4","0","0","2","0","0","0","0","0","2","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0675252","Stratford CDP, California","1121","970","151","142","122","5","5","2","0","8","9","7","1","1","0","0","3","0","0","0","2","0","0","0","0","0","0","2","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0675280","Strathmore CDP, California","2830","2348","482","452","420","0","18","3","1","10","30","28","0","23","0","0","4","0","0","0","0","0","0","0","1","0","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0675315","Strawberry CDP (Marin County), California","5447","493","4954","4635","3747","70","11","768","10","29","319","299","28","29","148","10","79","1","2","0","1","0","0","0","1","0","0","18","6","6","0","0","1","0","0","4","1","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0675322","Strawberry CDP (Tuolumne County), California","87","1","86","81","80","0","1","0","0","0","5","4","0","1","0","3","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0675592","Sugarloaf Saw Mill CDP, California","14","2","12","12","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0675596","Sugarloaf Village CDP, California","7","1","6","6","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0675630","Suisun City city, California","29518","8585","20933","18659","6854","5395","104","5730","364","212","2274","1962","401","251","587","91","111","72","197","35","60","11","1","0","116","13","16","282","74","61","9","12","20","14","1","65","3","0","1","1","3","5","4","2","0","0","0","7","29","11","0","10","1","1","2","3","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0",
"1600000US0675672","Sultana CDP, California","779","716","63","58","47","3","0","1","0","7","5","5","0","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0675714","Summerland CDP, California","1222","160","1062","1009","954","6","6","36","4","3","53","45","4","15","12","0","12","1","0","0","0","0","0","0","1","0","0","8","1","3","0","0","0","0","2","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0675994","Sunnyside CDP, California","4627","2019","2608","2449","1613","134","16","663","2","21","159","142","29","39","36","0","29","4","5","0","0","0","0","0","0","0","0","16","3","1","0","2","3","1","0","3","2","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0676015","Sunnyside-Tahoe City CDP, California","1555","115","1440","1366","1335","0","1","17","1","12","74","73","3","12","27","4","23","1","0","1","2","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0676040","Sunny Slopes CDP, California","139","12","127","122","114","0","5","0","2","1","5","5","0","0","0","0","3","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0677000","Sunnyvale city, California","155805","25372","130433","124432","43281","2134","187","77552","439","839","6001","5651","409","458","3483","88","789","26","86","10","28","33","1","5","182","51","2","314","50","36","11","30","43","2","4","107","21","2","5","2","0","0","1","0","0","0","0","0","32","8","0","8","2","3","0","6","2","0","3","0","0","0","0","0","3","3","0","0","0","0","0","1","1",
"1600000US0677042","Sunol CDP, California","922","143","779","740","618","4","1","105","5","7","39","35","5","5","12","2","7","0","0","0","0","0","0","0","1","3","0","4","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0677308","Sun Village CDP, California","12345","9302","3043","2809","2123","536","27","73","5","45","234","213","58","47","29","3","22","12","16","0","20","0","0","3","0","3","0","18","8","1","0","2","1","0","1","4","0","0","0","0","1","0","0","0","0","0","0","0","3","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0677364","Susanville city, California","16728","5299","11429","10730","7708","1921","467","312","257","65","699","654","78","233","92","30","82","3","9","0","0","0","1","1","124","1","0","35","7","2","0","4","5","4","3","7","0","1","0","1","0","0","0","0","1","0","0","0","9","0","0","0","5","0","3","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",
"1600000US0677378","Sutter CDP, California","2997","498","2499","2280","2188","6","40","28","0","18","219","216","10","134","42","3","23","0","1","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0",
"1600000US0677392","Sutter Creek city, California","2646","312","2334","2176","2060","15","42","51","0","8","158","155","13","77","28","6","27","1","0","0","0","2","0","1","0","0","0","3","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0677430","Swall Meadows CDP, California","178","12","166","155","149","0","2","3","1","0","11","11","0","1","3","0","6","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0677574","Taft city, California","8546","3724","4822","4534","4149","133","61","136","36","19","288","281","39","149","41","3","31","4","0","1","0","2","0","0","10","1","0","6","3","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",
"1600000US0677588","Taft Heights CDP, California","1999","740","1259","1172","1112","14","18","9","12","7","87","76","5","56","8","0","6","0","0","1","0","0","0","0","0","0","0","11","4","0","2","0","3","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0677595","Taft Mosswood CDP, California","1636","1204","432","402","57","118","5","207","6","9","30","22","3","1","6","0","1","2","2","0","4","1","0","0","2","0","0","8","3","0","0","1","2","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0677700","Tahoe Vista CDP, California","1392","414","978","936","902","0","8","16","0","10","42","37","5","8","6","3","15","0","0","0","0","0","0","0","0","0","0","5","0","1","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0677728","Tahoma CDP, California","1034","54","980","907","892","3","1","6","1","4","73","64","11","21","9","0","23","0","0","0","0","0","0","0","0","0","0","8","1","2","0","0","0","1","0","2","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0677784","Talmage CDP, California","986","366","620","587","353","4","25","203","2","0","33","33","4","14","4","0","7","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0677805","Tamalpais-Homestead Valley CDP, California","11492","843","10649","9873","9115","72","15","590","7","74","776","748","71","78","382","7","187","1","4","1","4","1","0","0","3","9","0","24","6","2","0","4","0","3","0","5","1","0","1","0","1","0","0","0","1","0","0","0","4","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0677860","Tancred CDP, California","89","36","53","42","42","0","0","0","0","0","11","9","0","1","0","0","2","4","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0",
"1600000US0677924","Tara Hills CDP, California","5364","2205","3159","2926","1146","594","18","1112","15","41","233","205","33","40","46","4","34","19","14","0","4","0","0","0","6","5","0","27","6","10","0","0","2","0","0","7","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0677934","Tarina CDP, California","18","1","17","14","12","0","0","1","1","0","3","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0677960","Tarpey Village CDP, California","3997","1607","2390","2224","1707","31","26","441","10","9","166","155","15","55","42","0","33","4","0","0","3","0","0","0","1","2","0","11","2","1","1","1","1","0","0","3","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0678008","Taylorsville CDP, California","123","9","114","106","97","0","9","0","0","0","8","5","2","1","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0678050","Tecopa CDP, California","120","6","114","104","101","0","2","1","0","0","10","10","0","7","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0678092","Tehachapi city, California","12939","4737","8202","7683","6183","1025","92","278","21","84","519","501","65","174","105","8","97","0","0","0","4","1","1","0","44","2","0","14","9","2","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0678106","Tehama city, California","435","104","331","297","266","5","19","2","1","4","34","32","1","15","0","0","15","0","1","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0678120","Temecula city, California","110003","30366","79637","72908","54222","4814","804","12051","389","628","6729","6249","912","993","2618","201","802","85","257","25","73","30","1","5","217","30","0","448","85","83","12","23","56","6","4","145","5","0","5","0","7","9","4","1","2","0","0","1","29","12","1","2","9","4","0","1","0","0","0","0","0","0","0","0","3","1","2","0","0","0","0","0","0",
"1600000US0678126","Temelec CDP, California","1500","69","1431","1400","1342","5","2","43","0","8","31","28","0","7","7","1","11","0","0","0","0","0","0","0","2","0","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0678138","Temescal Valley CDP, California","26232","9071","17161","15904","10778","1988","62","2861","47","168","1257","1158","181","165","455","53","133","37","62","4","32","2","0","1","28","5","0","92","10","17","0","6","5","2","1","38","5","0","5","0","0","1","1","0","0","0","0","1","7","0","0","4","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0678148","Temple City city, California","36494","7107","29387","28566","4896","260","55","23187","13","155","821","753","44","73","389","10","68","10","23","2","10","16","1","1","74","32","0","63","15","8","0","7","4","0","3","19","4","0","0","0","0","2","1","0","0","0","0","0","4","2","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0",
"1600000US0678162","Templeton CDP, California","8386","1755","6631","6193","5895","43","54","160","12","29","438","405","37","148","95","13","102","1","0","0","2","0","0","1","3","3","0","29","5","3","0","1","1","0","3","16","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","1","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0678176","Tennant CDP, California","63","5","58","53","53","0","0","0","0","0","5","4","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0678232","Terminous CDP, California","429","60","369","339","313","3","0","16","5","2","30","26","0","20","1","0","5","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0678288","Terra Bella CDP, California","2910","2639","271","250","164","2","12","66","2","4","21","19","2","7","0","1","7","0","0","0","1","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0678336","Teviston CDP, California","1185","1079","106","96","52","39","1","2","0","2","10","10","3","5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0678456","Thermal CDP, California","2676","2530","146","132","82","13","2","23","0","12","14","12","1","7","0","1","1","0","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0678470","Thermalito CDP, California","7198","804","6394","5947","4195","72","202","1429","17","32","447","420","41","269","21","13","57","0","0","0","2","3","2","0","12","0","0","27","8","1","0","1","3","4","0","5","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0678568","Thornton CDP, California","1004","654","350","326","231","38","5","50","2","0","24","21","2","11","5","0","2","0","0","0","1","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0678582","Thousand Oaks city, California","126966","25260","101706","95243","79866","1707","226","12517","159","768","6463","6074","630","1016","2802","129","1216","13","88","2","42","18","2","3","86","21","6","357","70","62","4","24","37","13","9","123","7","0","1","0","0","2","0","0","5","0","0","0","28","9","4","4","2","1","5","3","0","0","0","0","0","0","0","0","4","0","4","0","0","0","0","0","0",
"1600000US0678596","Thousand Palms CDP, California","7967","4734","3233","3081","2748","89","26","197","0","21","152","129","13","44","30","3","20","0","7","1","0","1","0","0","8","1","1","21","5","7","0","0","4","1","0","1","0","0","1","0","0","2","0","0","0","0","0","0","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0678638","Three Rivers CDP, California","2053","273","1780","1662","1606","6","7","27","2","14","118","113","6","53","17","1","33","0","0","0","3","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",
"1600000US0678652","Three Rocks CDP, California","248","245","3","3","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0678666","Tiburon town, California","9146","582","8564","8000","7133","84","6","683","13","81","564","523","57","50","281","10","106","4","0","0","5","0","0","0","2","8","0","39","6","6","0","5","8","0","0","8","6","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0",
"1600000US0678715","Timber Cove CDP, California","171","30","141","130","117","1","4","0","2","6","11","6","0","4","0","0","1","0","1","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0678750","Tipton CDP, California","2519","2204","315","294","267","10","4","3","0","10","21","17","2","5","5","3","0","1","1","0","0","0","0","0","0","0","0","4","0","0","0","1","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0678792","Tobin CDP, California","19","3","16","16","14","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0678890","Tomales CDP, California","187","14","173","166","157","0","4","4","0","1","7","5","0","1","1","1","2","0","0","0","0","0","0","0","0","0","0","2","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0678932","Tonyville CDP, California","329","321","8","5","3","0","0","1","0","1","3","2","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0678949","Tooleville CDP, California","286","253","33","26","18","0","1","6","0","1","7","7","2","0","0","1","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0678960","Topanga CDP, California","8560","759","7801","7278","6656","112","24","411","6","69","523","494","74","80","212","3","96","4","10","0","1","0","0","0","11","3","0","29","3","5","0","0","8","2","1","5","2","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0679030","Topaz CDP, California","150","46","104","93","87","1","5","0","0","0","11","11","0","9","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0679529","Toro Canyon CDP, California","1835","347","1488","1414","1342","16","0","42","2","12","74","71","10","12","19","0","27","1","0","0","0","0","0","0","1","1","0","2","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0680000","Torrance city, California","147067","28080","118987","110289","51913","4781","235","51857","523","980","8698","8119","743","676","4374","177","1248","83","239","22","109","37","6","6","301","95","3","532","86","94","7","30","70","7","5","187","19","1","6","2","4","6","7","0","0","0","0","1","44","22","6","2","4","7","0","1","1","0","0","0","0","1","0","0","3","1","2","0","0","0","0","0","0",
"1600000US0680210","Trabuco Canyon CDP, California","1020","158","862","801","718","12","2","62","0","7","61","53","0","11","23","1","10","1","2","0","1","0","0","0","1","3","0","8","0","1","2","0","1","0","0","2","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0680238","Tracy city, California","93000","35997","57003","52034","25117","5737","310","19339","897","634","4969","4548","674","678","1818","173","429","92","210","40","43","38","4","7","204","100","38","381","67","65","17","20","33","16","2","113","6","1","1","8","0","23","5","0","2","0","0","2","31","21","4","0","2","1","0","3","0","0","0","0","0","0","0","0","9","9","0","0","0","0","0","0","0",
"1600000US0680266","Tranquillity CDP, California","805","694","111","99","90","2","0","1","0","6","12","12","0","10","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0680280","Traver CDP, California","731","647","84","71","66","0","1","0","0","4","13","12","0","7","4","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0680364","Tres Pinos CDP, California","443","143","300","282","259","5","1","9","0","8","18","17","0","9","1","1","4","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0680448","Trinidad city, California","307","10","297","267","258","1","3","1","0","4","30","29","0","14","1","0","14","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
